"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 04 16:49:03 GMT 2024","Wed Sep 04 16:49:03 GMT 2024","165","test_api","DELETE","TestApi","","","test_delete_resource_by_id_1000_and_check_it",""
"passed","Wed Sep 04 16:49:02 GMT 2024","Wed Sep 04 16:49:02 GMT 2024","99","test_api","POST","TestApi","","","test_post_creating_resource",""
"passed","Wed Sep 04 16:49:02 GMT 2024","Wed Sep 04 16:49:02 GMT 2024","79","test_api","PUT","TestApi","","","test_updating_resource_by_id_100",""
"passed","Wed Sep 04 16:49:02 GMT 2024","Wed Sep 04 16:49:02 GMT 2024","50","test_api","PUT","TestApi","","","test_updating_resource_by_id_1",""
"passed","Wed Sep 04 16:49:54 GMT 2024","Wed Sep 04 16:49:59 GMT 2024","5530","test_ui","test_ui_page","TestDynamicPage","","","test_dynamic_page_example_2",""
"failed","Wed Sep 04 16:49:02 GMT 2024","Wed Sep 04 16:49:02 GMT 2024","52","test_api","PUT","TestApi","","","test_updating_resource_by_id_99",""
"skipped","Wed Sep 04 16:49:02 GMT 2024","Wed Sep 04 16:49:02 GMT 2024","124","test_api","DELETE","TestApi","","","test_delete_resource_by_id_1_and_check_it",""
"failed","Wed Sep 04 16:49:02 GMT 2024","Wed Sep 04 16:49:02 GMT 2024","55","test_api","PUT","TestApi","","","test_updating_resource_by_id_1000",""
"passed","Wed Sep 04 16:49:02 GMT 2024","Wed Sep 04 16:49:02 GMT 2024","119","test_api","GET","TestApi","","","test_posts_keys",""
"passed","Wed Sep 04 16:49:48 GMT 2024","Wed Sep 04 16:49:53 GMT 2024","5552","test_ui","test_ui_page","TestDynamicPage","","","test_dynamic_page_example_1",""
"passed","Wed Sep 04 16:49:02 GMT 2024","Wed Sep 04 16:49:02 GMT 2024","43","test_api","PUT","TestApi","","","test_updating_resource_by_id_10",""
"failed","Wed Sep 04 16:49:02 GMT 2024","Wed Sep 04 16:49:02 GMT 2024","84","test_api","PUT","TestApi","","","test_updating_resource_by_id_-1",""
"passed","Wed Sep 04 16:49:47 GMT 2024","Wed Sep 04 16:49:47 GMT 2024","491","test_ui","test_ui_page","TestLoginPage","","","test_negative_login",""
"skipped","Wed Sep 04 16:49:02 GMT 2024","Wed Sep 04 16:49:03 GMT 2024","111","test_api","DELETE","TestApi","","","test_delete_resource_by_id_100_and_check_it",""
"passed","Wed Sep 04 16:49:42 GMT 2024","Wed Sep 04 16:49:46 GMT 2024","4754","test_ui","test_ui_page","TestLoginPage","","","test_positive_login",""
"passed","Wed Sep 04 16:49:03 GMT 2024","Wed Sep 04 16:49:03 GMT 2024","107","test_api","DELETE","TestApi","","","test_delete_resource_by_id_-1_and_check_it",""
"passed","Wed Sep 04 16:49:02 GMT 2024","Wed Sep 04 16:49:02 GMT 2024","48","test_api","GET","TestApi","","","test_posts_by_id",""
"skipped","Wed Sep 04 16:49:02 GMT 2024","Wed Sep 04 16:49:02 GMT 2024","89","test_api","DELETE","TestApi","","","test_delete_resource_by_id_10_and_check_it",""
"skipped","Wed Sep 04 16:49:03 GMT 2024","Wed Sep 04 16:49:03 GMT 2024","92","test_api","DELETE","TestApi","","","test_delete_resource_by_id_99_and_check_it",""
